#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: entities.png (148 x 208)
# $TexturePacker:SmartUpdate:aa45dbb77bed82683123947e34e4423e:d60c02076022675e27b31cc6639bf95b:7de42156f25b693bd0d7ccd72987ff69$
#

android1;1;1;1;76;68;68;76;0.5;0.5
android2;0;79;1;68;76;68;76;0.5;0.5
android3;1;1;71;76;68;68;76;0.5;0.5
android4;0;79;79;68;76;68;76;0.5;0.5
c;1;75;196;12;11;32;16;0.5454545454545454;0.5833333333333334
cpp;1;75;166;12;28;32;16;0.5;0.5833333333333334
csharp;1;61;141;13;23;32;16;0.5217391304347826;0.5384615384615384
java;1;61;166;12;32;32;16;0.5;0.5833333333333334
mss000;1;89;157;10;25;32;16;0.52;0.5
mss001;0;89;184;24;10;32;16;0.5;0.5
mss010;0;89;196;24;10;32;16;0.5;0.5
mss011;1;101;157;10;24;32;16;0.5;0.5
mss100;1;113;157;10;24;32;16;0.5;0.5
mss101;1;115;183;10;24;32;16;0.5;0.5
mss110;1;125;157;10;24;32;16;0.5;0.5
mss111;1;127;183;10;24;32;16;0.5;0.5
powerup_kaffee;0;1;141;58;64;64;64;0.5;0.5
