#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: weapons_packed.png (60 x 60)
# $TexturePacker:SmartUpdate:7d936a0218dc1d55c4f447936022fa0a:b7e230ee5b3322749ddec7200111337c:7edb553f07abd4d7247497c914f7282c$
#

c;0;48;30;11;12;32;16;0.5454545454545454;0.5833333333333334
cpp;0;0;12;28;12;32;16;0.5;0.5833333333333334
csharp;0;0;24;23;13;32;16;0.5217391304347826;0.5384615384615384
java;0;0;0;32;12;32;16;0.5;0.5833333333333334
mss000;0;32;0;25;10;32;16;0.52;0.5
mss001;0;0;37;24;10;32;16;0.5;0.5
mss010;0;0;47;24;10;32;16;0.5;0.5
mss011;0;32;10;24;10;32;16;0.5;0.5
mss100;0;28;20;24;10;32;16;0.5;0.5
mss101;0;24;30;24;10;32;16;0.5;0.5
mss110;0;24;40;24;10;32;16;0.5;0.5
mss111;0;24;50;24;10;32;16;0.5;0.5
