#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: weapons_packed.png (60 x 52)
# $TexturePacker:SmartUpdate:a68c53c208ac7e1e4d2c9c226c35d3e9:4f13a63e439cd41473dd536e28856b93:7edb553f07abd4d7247497c914f7282c$
#

c;0;49;0;11;12;32;16;0.5454545454545454;0.5833333333333334
cpp;0;0;40;28;12;32;16;0.5;0.5833333333333334
java;0;28;40;32;12;32;16;0.5;0.5833333333333334
mss000;0;0;0;25;10;32;16;0.52;0.5
mss001;0;25;0;24;10;32;16;0.5;0.5
mss010;0;0;10;24;10;32;16;0.5;0.5
mss011;0;24;10;24;10;32;16;0.5;0.5
mss100;0;0;20;24;10;32;16;0.5;0.5
mss101;0;24;20;24;10;32;16;0.5;0.5
mss110;0;0;30;24;10;32;16;0.5;0.5
mss111;0;24;30;24;10;32;16;0.5;0.5
