#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: entities.png (592 x 128)
# $TexturePacker:SmartUpdate:6709222af6517ba56ca8f0530e9842b9:fde8c4d6b3cb2033aaf6ec47698bbe49:7de42156f25b693bd0d7ccd72987ff69$
#

android1;0;1;45;68;76;68;76;0.5;0.5
android2;0;71;45;68;76;68;76;0.5;0.5
android3;0;141;45;68;76;68;76;0.5;0.5
android4;0;211;45;68;76;68;76;0.5;0.5
c;0;461;37;38;42;128;64;0.5526315789473685;0.5952380952380952
cpp;0;131;1;106;42;128;64;0.5;0.5952380952380952
csharp;1;281;37;46;86;128;64;0.5232558139534884;0.5434782608695652
java;0;1;1;128;42;128;64;0.5;0.5952380952380952
mss000;0;239;1;94;34;128;64;0.5212765957446809;0.5
mss001;0;335;1;90;34;128;64;0.5;0.5
mss010;1;389;37;34;90;128;64;0.5;0.5
mss011;1;425;37;34;90;128;64;0.5;0.5
mss100;0;427;1;90;34;128;64;0.5;0.5
mss101;1;519;1;34;90;128;64;0.5;0.5
mss110;0;461;93;90;34;128;64;0.5;0.5
mss111;1;555;1;34;90;128;64;0.5;0.5
powerup_kaffee;0;329;37;58;64;64;64;0.5;0.5
