#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: entities.png (72 x 424)
# $TexturePacker:SmartUpdate:3079771cd73aa8d19b60e815062f0919:fb1078a8c40d4c17a13b4cfcffd62a13:7de42156f25b693bd0d7ccd72987ff69$
#

android1;0;1;1;68;76;68;76;0.5;0.5
android2;0;1;79;68;76;68;76;0.5;0.5
android3;0;1;157;68;76;68;76;0.5;0.5
android4;0;1;235;68;76;68;76;0.5;0.5
c;1;29;393;12;11;32;16;0.5454545454545454;0.5833333333333334
cpp;1;29;363;12;28;32;16;0.5;0.5833333333333334
csharp;0;43;373;23;13;32;16;0.5217391304347826;0.5384615384615384
java;0;1;411;32;12;32;16;0.5;0.5833333333333334
mss000;0;43;388;25;10;32;16;0.52;0.5
mss001;0;47;313;24;10;32;16;0.5;0.5
mss010;0;47;325;24;10;32;16;0.5;0.5
mss011;0;47;337;24;10;32;16;0.5;0.5
mss100;0;47;349;24;10;32;16;0.5;0.5
mss101;0;47;361;24;10;32;16;0.5;0.5
mss110;0;43;400;24;10;32;16;0.5;0.5
mss111;0;35;412;24;10;32;16;0.5;0.5
powerup_kaffee;0;1;313;44;48;48;48;0.5;0.5
powerup_usb;0;1;363;26;46;48;48;0.5;0.5217391304347826
